Invoice ID,City,Customer type,Gender,Product line,Date,Payment,gross income,Rating
359-90-3665,Mandalay,Member,Female,Fashion accessories,2019-01-14,Credit card,3.616,9.5
375-72-3056,Mandalay,Normal,Male,Sports and travel,2019-01-19,Ewallet,9.459,7.0
127-47-6963,Yangon,Normal,Male,Health and beauty,2019-03-09,Credit card,10.342,9.8
278-86-2735,Yangon,Normal,Female,Food and beverages,2019-03-27,Cash,7.851,9.2
695-28-6250,Yangon,Normal,Female,Sports and travel,2019-02-04,Ewallet,10.765,7.7
379-17-6588,Naypyidaw,Normal,Male,Fashion accessories,2019-03-14,Cash,29.805,5.3
227-50-3718,Yangon,Normal,Male,Health and beauty,2019-03-04,Cash,3.655,4.4
302-15-2162,Naypyidaw,Member,Male,Health and beauty,2019-03-03,Credit card,13.959,4.3
788-07-8452,Naypyidaw,Member,Female,Home and lifestyle,2019-01-27,Ewallet,8.484,9.4
560-49-6611,Yangon,Member,Female,Sports and travel,2019-02-07,Cash,2.279,9.8
880-35-0356,Yangon,Member,Female,Sports and travel,2019-02-05,Ewallet,11.28,4.8
585-11-6748,Mandalay,Member,Male,Sports and travel,2019-03-15,Cash,14.52,5.3
470-31-3286,Mandalay,Normal,Male,Health and beauty,2019-03-01,Credit card,2.223,8.7
152-68-2907,Yangon,Normal,Male,Food and beverages,2019-02-15,Credit card,7.83,9.5
123-35-4896,Naypyidaw,Normal,Female,Sports and travel,2019-02-17,Ewallet,20.997,5.3
258-69-7810,Naypyidaw,Normal,Female,Fashion accessories,2019-01-26,Cash,9.2125,9.2
334-64-2006,Yangon,Member,Female,Home and lifestyle,2019-03-24,Ewallet,7.032,9.6
219-61-4139,Naypyidaw,Normal,Male,Electronic accessories,2019-01-23,Ewallet,4.154,6.4
881-41-7302,Naypyidaw,Normal,Female,Fashion accessories,2019-01-26,Credit card,3.2495,4.5
373-09-4567,Naypyidaw,Normal,Male,Food and beverages,2019-03-14,Ewallet,38.78,6.9
642-30-6693,Mandalay,Normal,Female,Sports and travel,2019-03-17,Ewallet,16.353,7.8
484-22-8230,Naypyidaw,Member,Female,Fashion accessories,2019-01-08,Cash,18.1615,4.5
830-58-2383,Mandalay,Normal,Male,Home and lifestyle,2019-02-08,Cash,6.35,8.6
559-98-9873,Yangon,Member,Female,Fashion accessories,2019-02-10,Ewallet,18.7775,5.2
544-32-5024,Naypyidaw,Member,Female,Food and beverages,2019-03-28,Credit card,9.958,6.4
318-12-0304,Yangon,Normal,Male,Fashion accessories,2019-01-23,Ewallet,1.5305,5.2
349-97-8902,Mandalay,Member,Male,Food and beverages,2019-01-17,Ewallet,5.789,8.9
421-95-9805,Yangon,Normal,Female,Electronic accessories,2019-02-07,Credit card,1.448,6.2
277-35-5865,Naypyidaw,Member,Female,Food and beverages,2019-03-09,Cash,44.5365,6.7
789-23-8625,Mandalay,Member,Male,Fashion accessories,2019-01-24,Cash,13.983,7.2
284-54-4231,Naypyidaw,Member,Male,Sports and travel,2019-01-19,Credit card,4.0465,9.0
443-59-0061,Yangon,Member,Male,Food and beverages,2019-02-03,Ewallet,33.725,4.2
509-29-3912,Yangon,Member,Female,Sports and travel,2019-03-20,Ewallet,17.424,4.2
327-40-9673,Mandalay,Member,Male,Sports and travel,2019-01-13,Cash,21.78,6.9
840-19-2096,Naypyidaw,Member,Male,Electronic accessories,2019-03-14,Ewallet,21.9775,4.4
828-46-6863,Yangon,Member,Male,Food and beverages,2019-01-23,Credit card,29.559,4.0
641-96-3695,Naypyidaw,Member,Female,Fashion accessories,2019-02-07,Ewallet,13.038,8.5
420-97-3340,Yangon,Normal,Female,Food and beverages,2019-03-28,Credit card,10.752,9.2
436-54-4512,Yangon,Member,Female,Food and beverages,2019-03-20,Cash,4.5805,9.8
670-79-6321,Mandalay,Member,Female,Home and lifestyle,2019-01-17,Credit card,33.1065,4.9
852-62-7105,Mandalay,Normal,Female,Fashion accessories,2019-01-12,Credit card,41.625,4.4
598-06-7312,Mandalay,Member,Male,Fashion accessories,2019-02-16,Cash,4.5675,6.8
135-13-8269,Mandalay,Member,Female,Food and beverages,2019-01-26,Cash,7.888,9.1
816-57-2053,Yangon,Normal,Male,Sports and travel,2019-03-09,Ewallet,6.087,8.7
628-90-8624,Mandalay,Member,Male,Health and beauty,2019-03-14,Cash,41.29,5.0
856-66-2701,Yangon,Member,Male,Home and lifestyle,2019-01-25,Ewallet,7.995,7.5
308-39-1707,Yangon,Normal,Female,Fashion accessories,2019-01-26,Credit card,0.6045,8.2
149-61-1929,Yangon,Normal,Male,Sports and travel,2019-01-19,Credit card,32.095,6.7
655-07-2265,Yangon,Normal,Male,Electronic accessories,2019-03-05,Ewallet,11.7465,5.4
589-02-8023,Yangon,Member,Male,Food and beverages,2019-01-15,Credit card,8.377,7.0
420-04-7590,Mandalay,Normal,Male,Home and lifestyle,2019-03-18,Ewallet,14.955,4.7
182-88-2763,Mandalay,Member,Male,Food and beverages,2019-03-20,Credit card,11.9865,5.0
188-55-0967,Mandalay,Member,Male,Health and beauty,2019-01-15,Credit card,33.235,5.0
610-46-4100,Yangon,Normal,Male,Health and beauty,2019-03-03,Credit card,10.1325,6.0
318-81-2368,Naypyidaw,Normal,Female,Electronic accessories,2019-03-19,Cash,2.31,6.3
364-33-8584,Mandalay,Member,Female,Food and beverages,2019-03-08,Cash,4.4075,8.5
665-63-9737,Mandalay,Normal,Male,Fashion accessories,2019-02-27,Ewallet,7.863,7.5
695-09-5146,Mandalay,Member,Female,Food and beverages,2019-02-23,Ewallet,14.8185,6.4
155-45-3814,Naypyidaw,Member,Female,Electronic accessories,2019-03-19,Ewallet,35.42,4.7
794-32-2436,Mandalay,Member,Male,Electronic accessories,2019-03-27,Ewallet,5.567,6.0
131-15-8856,Naypyidaw,Member,Female,Food and beverages,2019-03-30,Credit card,29.008,4.0
273-84-2164,Naypyidaw,Member,Male,Electronic accessories,2019-02-16,Ewallet,3.0125,5.5
706-36-6154,Yangon,Member,Male,Home and lifestyle,2019-01-18,Ewallet,8.712,8.7
778-89-7974,Naypyidaw,Normal,Male,Health and beauty,2019-03-30,Cash,21.063,7.4
574-31-8277,Mandalay,Member,Male,Fashion accessories,2019-03-20,Cash,1.6815,5.6
859-71-0933,Naypyidaw,Member,Female,Sports and travel,2019-01-16,Cash,1.549,6.3
740-11-5257,Naypyidaw,Normal,Male,Electronic accessories,2019-02-24,Cash,12.37,7.1
369-82-2676,Mandalay,Normal,Male,Electronic accessories,2019-01-15,Ewallet,18.915,7.8
563-47-4072,Mandalay,Normal,Female,Health and beauty,2019-01-22,Cash,16.743,9.9
742-04-5161,Yangon,Member,Male,Home and lifestyle,2019-02-03,Cash,36.39,7.3
149-15-7606,Mandalay,Member,Male,Sports and travel,2019-03-06,Ewallet,16.794,5.1
133-77-3154,Mandalay,Member,Male,Fashion accessories,2019-02-16,Credit card,12.036,9.4
169-52-4504,Yangon,Normal,Female,Electronic accessories,2019-03-14,Credit card,2.3535,5.8
250-81-7186,Naypyidaw,Normal,Female,Electronic accessories,2019-02-27,Credit card,4.9845,8.0
562-12-5430,Yangon,Member,Female,Fashion accessories,2019-01-18,Ewallet,13.2225,7.9
816-72-8853,Yangon,Member,Female,Sports and travel,2019-01-29,Cash,6.9825,5.9
491-38-3499,Yangon,Member,Male,Fashion accessories,2019-02-26,Credit card,2.7725,4.9
322-02-2271,Mandalay,Normal,Female,Sports and travel,2019-02-03,Cash,6.4455,9.3
842-29-4695,Naypyidaw,Member,Male,Sports and travel,2019-01-16,Credit card,5.999,7.9
725-67-2480,Mandalay,Member,Female,Fashion accessories,2019-03-24,Credit card,17.625,5.9
641-51-2661,Naypyidaw,Member,Female,Food and beverages,2019-02-12,Credit card,43.55,9.9
714-02-3114,Naypyidaw,Normal,Female,Sports and travel,2019-02-21,Cash,9.88,7.7
518-17-2983,Yangon,Normal,Female,Fashion accessories,2019-02-04,Ewallet,9.726,7.6
779-42-2410,Mandalay,Member,Male,Food and beverages,2019-02-20,Ewallet,8.661,7.7
190-14-3147,Mandalay,Normal,Female,Health and beauty,2019-02-23,Ewallet,3.594,6.4
408-66-6712,Naypyidaw,Member,Female,Health and beauty,2019-02-16,Ewallet,14.313,4.4
679-22-6530,Mandalay,Normal,Female,Sports and travel,2019-01-17,Credit card,4.062,4.1
588-47-8641,Yangon,Member,Male,Fashion accessories,2019-01-14,Ewallet,28.02,4.4
642-61-4706,Mandalay,Member,Male,Food and beverages,2019-03-30,Cash,9.34,5.5
576-31-4774,Mandalay,Normal,Female,Health and beauty,2019-03-02,Ewallet,11.0115,4.0
556-41-6224,Naypyidaw,Normal,Male,Health and beauty,2019-02-15,Credit card,13.456,9.3
811-03-8790,Yangon,Normal,Female,Electronic accessories,2019-03-01,Credit card,22.74,4.8
242-11-3142,Mandalay,Member,Male,Fashion accessories,2019-02-24,Cash,8.377,4.6
752-23-3760,Mandalay,Member,Female,Sports and travel,2019-02-19,Credit card,22.428,7.3
274-05-5470,Yangon,Member,Female,Food and beverages,2019-02-23,Cash,14.694,6.0
648-94-3045,Naypyidaw,Normal,Male,Health and beauty,2019-02-07,Ewallet,29.475,8.1
130-67-4723,Yangon,Member,Male,Food and beverages,2019-01-11,Ewallet,14.55,9.4
528-87-5606,Mandalay,Member,Female,Electronic accessories,2019-02-12,Cash,1.974,6.5
320-85-2052,Mandalay,Normal,Female,Sports and travel,2019-01-14,Credit card,1.7405,7.0
370-96-0655,Naypyidaw,Normal,Female,Fashion accessories,2019-01-09,Ewallet,14.796,7.1
105-10-6182,Yangon,Member,Male,Fashion accessories,2019-02-27,Ewallet,2.148,6.6
510-79-0415,Mandalay,Member,Female,Sports and travel,2019-01-24,Ewallet,6.924,4.9
241-96-5076,Mandalay,Member,Female,Home and lifestyle,2019-01-08,Credit card,4.91,6.4
767-97-4650,Mandalay,Member,Female,Sports and travel,2019-01-08,Credit card,6.483,8.0
648-83-1321,Yangon,Member,Male,Home and lifestyle,2019-01-16,Cash,31.78,4.3
173-57-2300,Naypyidaw,Member,Male,Sports and travel,2019-03-13,Cash,7.288,6.1
305-03-2383,Yangon,Normal,Female,Food and beverages,2019-02-15,Cash,10.065,7.5
394-55-6384,Naypyidaw,Member,Female,Sports and travel,2019-01-25,Cash,31.5855,6.7
266-20-6657,Naypyidaw,Member,Male,Food and beverages,2019-03-12,Ewallet,19.264,5.2
689-05-1884,Yangon,Member,Male,Health and beauty,2019-03-04,Cash,24.315,8.8
196-01-2849,Naypyidaw,Member,Female,Fashion accessories,2019-02-10,Cash,25.683,9.5
372-62-5264,Naypyidaw,Normal,Female,Food and beverages,2019-01-16,Cash,23.67,7.6
800-09-8606,Yangon,Member,Female,Home and lifestyle,2019-01-29,Cash,21.8425,6.6
182-52-7000,Yangon,Member,Female,Sports and travel,2019-01-01,Ewallet,5.408,6.9
826-58-8051,Mandalay,Normal,Male,Home and lifestyle,2019-01-06,Ewallet,12.438,4.3
868-06-0466,Yangon,Member,Male,Electronic accessories,2019-02-19,Credit card,31.311,7.8
751-41-9720,Naypyidaw,Normal,Male,Home and lifestyle,2019-01-12,Ewallet,48.75,8.0
626-43-7888,Naypyidaw,Normal,Female,Fashion accessories,2019-02-07,Ewallet,24.164,9.6
176-64-7711,Mandalay,Normal,Male,Food and beverages,2019-03-27,Credit card,4.848,4.3
191-29-0321,Mandalay,Member,Female,Fashion accessories,2019-02-27,Credit card,9.885,5.0
729-06-2010,Mandalay,Member,Male,Health and beauty,2019-01-06,Cash,36.2115,9.2
640-48-5028,Mandalay,Member,Female,Home and lifestyle,2019-03-02,Cash,39.7755,6.3
186-79-9562,Mandalay,Normal,Male,Health and beauty,2019-03-29,Cash,25.1195,8.9
834-45-5519,Mandalay,Normal,Female,Electronic accessories,2019-01-31,Ewallet,8.6,7.6
162-65-8559,Naypyidaw,Member,Male,Food and beverages,2019-01-21,Cash,3.449,4.8
760-27-5490,Naypyidaw,Normal,Male,Fashion accessories,2019-01-20,Ewallet,6.248,9.1
445-30-9252,Yangon,Normal,Male,Sports and travel,2019-01-17,Ewallet,3.855,6.1
786-94-2700,Yangon,Member,Male,Food and beverages,2019-02-28,Cash,24.186,9.1
728-88-7867,Naypyidaw,Member,Female,Home and lifestyle,2019-03-19,Ewallet,15.106,8.3
183-21-3799,Naypyidaw,Normal,Female,Electronic accessories,2019-02-19,Ewallet,34.9335,7.2
268-20-3585,Naypyidaw,Normal,Female,Health and beauty,2019-02-04,Ewallet,6.2325,6.0
735-32-9839,Naypyidaw,Member,Male,Fashion accessories,2019-01-31,Ewallet,39.48,8.5
258-92-7466,Yangon,Normal,Female,Health and beauty,2019-02-06,Credit card,8.92,6.6
857-16-3520,Yangon,Member,Female,Fashion accessories,2019-03-28,Ewallet,25.011,4.5
482-17-1179,Yangon,Member,Male,Electronic accessories,2019-01-19,Credit card,1.791,8.1
788-21-5741,Yangon,Normal,Male,Fashion accessories,2019-02-17,Credit card,6.807,7.2
821-14-9046,Mandalay,Member,Female,Fashion accessories,2019-01-18,Credit card,5.244,6.1
418-05-0656,Mandalay,Normal,Female,Fashion accessories,2019-02-02,Cash,8.946,7.1
678-79-0726,Naypyidaw,Member,Female,Sports and travel,2019-01-18,Cash,40.7835,5.1
776-68-1096,Mandalay,Normal,Male,Home and lifestyle,2019-03-18,Credit card,6.618,7.9
592-46-1692,Naypyidaw,Member,Female,Food and beverages,2019-01-11,Cash,12.8695,7.4
434-35-9162,Mandalay,Member,Male,Food and beverages,2019-02-04,Ewallet,4.668,7.4
149-14-0304,Naypyidaw,Member,Female,Health and beauty,2019-02-06,Cash,11.4,6.6
442-44-6497,Naypyidaw,Member,Male,Home and lifestyle,2019-01-08,Credit card,8.3355,5.9
174-64-0215,Mandalay,Normal,Male,Sports and travel,2019-03-05,Credit card,34.87,8.9
210-74-9613,Naypyidaw,Normal,Male,Fashion accessories,2019-03-16,Ewallet,19.452,6.8
299-29-0180,Mandalay,Member,Female,Home and lifestyle,2019-03-09,Cash,18.263,9.3
247-11-2470,Yangon,Member,Female,Fashion accessories,2019-03-01,Credit card,4.464,4.4
635-28-5728,Yangon,Normal,Male,Health and beauty,2019-02-28,Ewallet,8.4,4.8
756-49-0168,Yangon,Member,Male,Fashion accessories,2019-02-08,Ewallet,0.985,9.5
438-23-1242,Mandalay,Normal,Male,Electronic accessories,2019-01-24,Ewallet,26.558,8.9
238-45-6950,Mandalay,Member,Male,Food and beverages,2019-03-01,Ewallet,2.686,6.4
607-65-2441,Naypyidaw,Member,Male,Health and beauty,2019-03-10,Credit card,40.975,6.0
386-27-7606,Naypyidaw,Member,Female,Home and lifestyle,2019-03-23,Credit card,28.42,8.1
137-63-5492,Naypyidaw,Normal,Male,Electronic accessories,2019-01-29,Ewallet,29.38,9.0
197-77-7132,Mandalay,Member,Male,Electronic accessories,2019-01-12,Ewallet,36.624,6.0
805-86-0265,Yangon,Normal,Male,Home and lifestyle,2019-03-20,Cash,42.282,9.8
733-29-1227,Naypyidaw,Normal,Male,Home and lifestyle,2019-03-23,Cash,19.4635,8.5
451-73-2711,Naypyidaw,Normal,Male,Food and beverages,2019-01-14,Ewallet,4.2415,8.8
373-14-0504,Yangon,Member,Female,Sports and travel,2019-02-12,Ewallet,7.163,8.8
546-80-2899,Yangon,Member,Male,Home and lifestyle,2019-02-20,Ewallet,3.769,9.5
345-68-9016,Naypyidaw,Member,Female,Sports and travel,2019-01-02,Credit card,12.668,5.6
390-17-5806,Naypyidaw,Member,Female,Food and beverages,2019-02-02,Cash,1.921,8.6
457-13-1708,Mandalay,Member,Male,Fashion accessories,2019-01-08,Credit card,32.615,5.2
664-14-2882,Naypyidaw,Member,Female,Home and lifestyle,2019-01-30,Credit card,2.6325,5.8
487-79-6868,Mandalay,Member,Female,Home and lifestyle,2019-03-26,Credit card,5.5305,8.0
314-23-4520,Naypyidaw,Member,Male,Health and beauty,2019-01-15,Cash,28.4305,9.0
210-30-7976,Mandalay,Member,Female,Fashion accessories,2019-03-14,Ewallet,4.464,4.1
585-86-8361,Yangon,Normal,Female,Food and beverages,2019-02-03,Credit card,6.82,8.6
807-14-7833,Yangon,Member,Female,Electronic accessories,2019-02-22,Ewallet,8.71,7.0
775-72-1988,Mandalay,Normal,Male,Home and lifestyle,2019-01-24,Ewallet,18.32,8.4
288-38-3758,Naypyidaw,Member,Female,Fashion accessories,2019-01-25,Ewallet,12.7305,7.4
652-43-6591,Yangon,Normal,Female,Fashion accessories,2019-03-09,Credit card,38.916,6.2
785-96-0615,Mandalay,Member,Female,Electronic accessories,2019-02-17,Ewallet,14.296,4.9
406-46-7107,Yangon,Normal,Female,Home and lifestyle,2019-01-11,Cash,28.956,4.5
250-17-5703,Yangon,Member,Male,Food and beverages,2019-02-27,Ewallet,9.425,5.6
156-95-3964,Yangon,Normal,Female,Food and beverages,2019-03-25,Ewallet,11.078,8.0
842-40-8179,Mandalay,Member,Female,Food and beverages,2019-02-11,Credit card,38.6,5.6
525-09-8450,Mandalay,Normal,Male,Electronic accessories,2019-01-31,Credit card,36.065,4.2
410-67-1709,Yangon,Member,Female,Fashion accessories,2019-01-20,Ewallet,25.552,9.9
587-73-4862,Yangon,Member,Female,Health and beauty,2019-03-26,Ewallet,2.6725,7.6
787-87-2010,Yangon,Member,Male,Health and beauty,2019-01-20,Credit card,11.1,6.6
593-14-4239,Mandalay,Normal,Female,Home and lifestyle,2019-03-05,Ewallet,38.184,4.7
801-88-0346,Naypyidaw,Normal,Female,Fashion accessories,2019-01-05,Credit card,11.409,9.8
388-76-2555,Mandalay,Normal,Male,Sports and travel,2019-02-13,Cash,4.107,6.3
711-31-1234,Mandalay,Normal,Female,Electronic accessories,2019-03-16,Cash,19.128,7.9
886-54-6089,Yangon,Normal,Female,Home and lifestyle,2019-01-15,Cash,3.429,7.7
707-32-7409,Mandalay,Member,Female,Sports and travel,2019-02-26,Ewallet,19.108,4.5
759-98-4285,Naypyidaw,Member,Female,Health and beauty,2019-02-27,Credit card,30.0545,8.0
201-63-8275,Naypyidaw,Member,Female,Sports and travel,2019-02-17,Ewallet,23.7965,5.7
471-06-8611,Naypyidaw,Normal,Female,Food and beverages,2019-02-06,Credit card,2.621,6.3
200-16-5952,Naypyidaw,Member,Male,Food and beverages,2019-01-17,Cash,6.565,6.0
120-54-2248,Mandalay,Normal,Female,Food and beverages,2019-01-22,Credit card,7.215,8.0
102-77-2261,Naypyidaw,Member,Male,Health and beauty,2019-03-05,Credit card,22.8585,4.2
875-31-8302,Mandalay,Normal,Male,Sports and travel,2019-01-03,Cash,4.669,9.6
102-06-2002,Naypyidaw,Member,Male,Sports and travel,2019-03-20,Cash,6.3125,6.1
457-94-0464,Mandalay,Member,Male,Electronic accessories,2019-01-31,Ewallet,39.5415,5.6
629-42-4133,Naypyidaw,Normal,Male,Health and beauty,2019-02-19,Cash,8.72,8.3
534-53-3526,Yangon,Normal,Female,Sports and travel,2019-02-11,Ewallet,18.952,7.8
307-04-2070,Yangon,Member,Female,Fashion accessories,2019-02-05,Credit card,1.531,4.1
468-99-7231,Naypyidaw,Normal,Female,Home and lifestyle,2019-03-03,Cash,17.604,8.8
516-77-6464,Naypyidaw,Member,Female,Health and beauty,2019-02-24,Ewallet,2.54,4.1
404-91-5964,Yangon,Normal,Male,Electronic accessories,2019-02-04,Credit card,26.103,9.0
886-77-9084,Naypyidaw,Normal,Male,Electronic accessories,2019-02-19,Ewallet,28.756,5.5
790-38-4466,Naypyidaw,Normal,Female,Health and beauty,2019-01-23,Credit card,2.7475,9.3
704-10-4056,Naypyidaw,Member,Male,Health and beauty,2019-01-14,Credit card,9.0705,5.6
497-37-6538,Yangon,Normal,Male,Sports and travel,2019-01-17,Ewallet,20.6185,9.7
651-96-5970,Yangon,Normal,Male,Fashion accessories,2019-03-03,Credit card,2.3205,4.0
400-80-4065,Naypyidaw,Member,Male,Health and beauty,2019-02-15,Credit card,13.71,9.2
744-16-7898,Mandalay,Normal,Female,Home and lifestyle,2019-01-15,Credit card,48.685,4.9
263-12-5321,Yangon,Member,Male,Electronic accessories,2019-02-27,Credit card,32.41,9.3
702-72-0487,Yangon,Normal,Female,Electronic accessories,2019-02-26,Credit card,4.661,6.6
605-83-1050,Mandalay,Normal,Male,Fashion accessories,2019-03-15,Ewallet,2.718,4.3
443-60-9639,Naypyidaw,Member,Female,Home and lifestyle,2019-01-24,Cash,3.0435,5.5
864-24-7918,Yangon,Member,Female,Sports and travel,2019-02-22,Cash,12.245,8.1
359-94-5395,Mandalay,Normal,Male,Health and beauty,2019-03-15,Credit card,4.639,9.8
401-09-4232,Naypyidaw,Member,Male,Home and lifestyle,2019-02-11,Ewallet,21.6725,9.4
751-15-6198,Mandalay,Normal,Male,Sports and travel,2019-01-12,Ewallet,6.903,7.9
324-41-6833,Naypyidaw,Member,Female,Electronic accessories,2019-03-03,Ewallet,12.08,5.1
474-33-8305,Naypyidaw,Member,Male,Fashion accessories,2019-03-23,Ewallet,23.5865,6.9
759-29-9521,Yangon,Member,Female,Fashion accessories,2019-03-04,Cash,22.032,8.0
831-81-6575,Mandalay,Member,Female,Electronic accessories,2019-02-23,Cash,34.0155,8.0
220-68-6701,Yangon,Normal,Female,Home and lifestyle,2019-03-17,Cash,15.494,4.2
618-34-8551,Yangon,Normal,Female,Sports and travel,2019-01-16,Credit card,9.318,8.5
257-60-7754,Yangon,Normal,Female,Electronic accessories,2019-01-08,Cash,10.046,9.0
559-61-5987,Mandalay,Normal,Female,Health and beauty,2019-01-14,Cash,0.8875,8.6
189-55-2313,Naypyidaw,Normal,Female,Fashion accessories,2019-01-31,Ewallet,31.09,6.0
565-91-4567,Mandalay,Normal,Male,Health and beauty,2019-03-15,Ewallet,4.3,6.2
380-60-5336,Yangon,Normal,Female,Electronic accessories,2019-02-24,Credit card,20.13,5.0
815-04-6282,Naypyidaw,Member,Female,Sports and travel,2019-02-08,Credit card,16.2425,6.5
674-56-6360,Yangon,Normal,Male,Electronic accessories,2019-03-22,Cash,4.7575,6.0
778-34-2523,Yangon,Member,Female,Electronic accessories,2019-01-24,Cash,19.448,5.0
499-27-7781,Mandalay,Normal,Female,Food and beverages,2019-03-14,Ewallet,21.284,5.0
477-59-2456,Naypyidaw,Normal,Female,Fashion accessories,2019-01-23,Cash,15.904,9.2
832-51-6761,Yangon,Normal,Male,Food and beverages,2019-01-19,Ewallet,13.552,9.6
869-11-3082,Mandalay,Member,Male,Health and beauty,2019-01-27,Credit card,19.232,8.4
190-59-3964,Mandalay,Member,Male,Food and beverages,2019-02-03,Credit card,11.79,6.0
366-43-6862,Mandalay,Normal,Male,Electronic accessories,2019-03-25,Ewallet,10.578,6.7
186-43-8965,Yangon,Member,Female,Home and lifestyle,2019-02-24,Credit card,4.768,4.1
784-21-9238,Naypyidaw,Member,Male,Sports and travel,2019-02-07,Cash,0.5085,5.9
276-75-6884,Yangon,Normal,Female,Health and beauty,2019-03-04,Cash,10.3065,8.7
109-86-4363,Mandalay,Member,Female,Sports and travel,2019-02-14,Credit card,21.028,4.5
569-76-2760,Yangon,Member,Female,Sports and travel,2019-01-29,Credit card,4.402,6.6
222-42-0244,Mandalay,Member,Female,Health and beauty,2019-01-28,Credit card,32.4495,7.7
760-53-9233,Yangon,Member,Male,Fashion accessories,2019-03-26,Credit card,6.192,8.5
538-22-0304,Naypyidaw,Normal,Male,Electronic accessories,2019-03-24,Cash,32.475,5.2
416-17-9926,Yangon,Member,Female,Electronic accessories,2019-01-01,Credit card,37.11,4.3
237-44-6163,Yangon,Normal,Male,Electronic accessories,2019-01-24,Cash,4.224,7.6
636-17-0325,Mandalay,Normal,Male,Health and beauty,2019-02-25,Cash,12.514,9.5
343-75-9322,Mandalay,Member,Female,Sports and travel,2019-01-09,Cash,4.74,4.1
528-14-9470,Yangon,Member,Male,Health and beauty,2019-02-14,Ewallet,4.565,9.2
427-45-9297,Mandalay,Member,Female,Home and lifestyle,2019-03-12,Ewallet,14.2555,5.4
807-34-3742,Yangon,Normal,Male,Fashion accessories,2019-03-26,Cash,2.619,5.8
288-62-1085,Yangon,Member,Male,Fashion accessories,2019-01-09,Ewallet,9.635,5.6
670-71-7306,Mandalay,Normal,Male,Sports and travel,2019-01-02,Credit card,13.389,5.1
660-29-7083,Naypyidaw,Normal,Male,Electronic accessories,2019-01-15,Cash,27.935,5.8
271-77-8740,Naypyidaw,Member,Female,Sports and travel,2019-01-01,Ewallet,8.766,5.0
497-36-0989,Yangon,Normal,Male,Fashion accessories,2019-02-15,Cash,7.791,7.9
291-59-1384,Mandalay,Normal,Male,Electronic accessories,2019-02-28,Cash,3.015,6.0
860-73-6466,Yangon,Member,Female,Sports and travel,2019-03-02,Credit card,3.947,5.0
549-23-9016,Naypyidaw,Member,Female,Food and beverages,2019-02-13,Credit card,1.487,8.9
896-34-0956,Yangon,Normal,Male,Fashion accessories,2019-01-26,Cash,1.066,5.9
804-38-3935,Yangon,Member,Male,Electronic accessories,2019-01-30,Credit card,14.067,5.9
585-90-0249,Yangon,Member,Male,Electronic accessories,2019-01-27,Ewallet,3.663,9.7
862-29-5914,Naypyidaw,Normal,Female,Sports and travel,2019-01-30,Credit card,1.119,8.6
845-94-6841,Naypyidaw,Member,Female,Food and beverages,2019-01-08,Cash,32.796,4.0
125-45-2293,Yangon,Normal,Female,Fashion accessories,2019-01-19,Cash,29.73,4.2
843-73-4724,Yangon,Normal,Male,Fashion accessories,2019-01-25,Cash,3.705,9.2
409-33-9708,Yangon,Normal,Female,Fashion accessories,2019-02-19,Ewallet,9.848,9.2
658-66-3967,Naypyidaw,Normal,Male,Health and beauty,2019-01-14,Ewallet,18.6165,5.0
866-70-2814,Mandalay,Normal,Female,Electronic accessories,2019-02-25,Ewallet,26.395,10.0
160-22-2687,Yangon,Member,Female,Health and beauty,2019-01-23,Ewallet,23.9875,8.8
895-03-6665,Mandalay,Normal,Female,Fashion accessories,2019-02-16,Cash,16.4295,4.2
770-42-8960,Mandalay,Normal,Male,Food and beverages,2019-01-01,Cash,8.448,6.3
748-45-2862,Yangon,Member,Female,Home and lifestyle,2019-03-07,Cash,5.662,8.2
234-36-2483,Mandalay,Normal,Male,Health and beauty,2019-02-15,Cash,17.277,5.1
316-66-3011,Yangon,Member,Female,Food and beverages,2019-01-23,Cash,21.4335,5.0
848-95-6252,Naypyidaw,Member,Female,Home and lifestyle,2019-02-20,Ewallet,4.3135,7.0
840-76-5966,Yangon,Member,Male,Sports and travel,2019-01-08,Ewallet,1.276,7.8
152-03-4217,Mandalay,Normal,Female,Home and lifestyle,2019-03-17,Credit card,5.076,4.3
533-66-5566,Mandalay,Normal,Female,Home and lifestyle,2019-01-12,Cash,17.8745,7.0
124-31-1458,Yangon,Member,Female,Electronic accessories,2019-01-08,Cash,11.9385,6.6
176-78-1170,Naypyidaw,Member,Male,Health and beauty,2019-01-26,Ewallet,5.0715,7.3
361-59-0574,Mandalay,Member,Male,Sports and travel,2019-03-15,Credit card,36.212,6.5
101-81-4070,Naypyidaw,Member,Female,Health and beauty,2019-01-17,Ewallet,6.282,4.9
631-34-1880,Naypyidaw,Member,Male,Food and beverages,2019-01-08,Credit card,3.6465,4.3
852-82-2749,Yangon,Normal,Male,Sports and travel,2019-01-06,Ewallet,12.918,9.3
873-14-6353,Yangon,Member,Male,Food and beverages,2019-02-16,Credit card,8.687,7.1
584-66-4073,Naypyidaw,Normal,Male,Fashion accessories,2019-03-13,Ewallet,2.825,9.6
544-55-9589,Mandalay,Member,Female,Electronic accessories,2019-01-28,Cash,10.715,6.2
166-19-2553,Yangon,Member,Male,Sports and travel,2019-01-18,Cash,26.718,9.9
737-88-5876,Yangon,Member,Male,Home and lifestyle,2019-03-19,Credit card,4.658,5.9
154-87-7367,Naypyidaw,Normal,Male,Home and lifestyle,2019-03-15,Ewallet,26.104,6.3
